text,label
"মোবাইল ব্যবহারে চোখের সমস্যা বৃদ্ধি পায়",negative
"মোবাইলের কারণে মানুষ ব্যক্তিগত সময় কম পায়",negative
"মোবাইল ডিভাইসের বিকিরণ শরীরের জন্য ক্ষতিকর হতে পারে",negative
"মোবাইলের কারণে দূষণ এবং ই-বর্জ্য বৃদ্ধি পাচ্ছে",negative
"মোবাইল চুরি বা হারিয়ে গেলে ব্যক্তিগত তথ্য চুরির সম্ভাবনা থাকে",negative
"মোবাইলের মাধ্যমে সাইবার অপরাধের ঝুঁকি বাড়ছে",negative
"মোবাইল গেমিং আসক্তি শারীরিক এবং মানসিক সমস্যার কারণ হতে পারে",negative
"মোবাইলের কারণে মানুষ সামাজিক যোগাযোগে কম অংশ নেয়",negative
"মোবাইল থেকে শিশুদের মধ্যে খারাপ আচরণ এবং নৈতিকতার অবনতি ঘটতে পারে",negative
"মোবাইলের কারণে অনলাইনে প্রতারণা এবং হ্যাকিং এর ঝুঁকি বাড়ছে",negative
"মোবাইলের অতিরিক্ত ব্যবহার শিশুদের মানসিক বিকাশে বাধা সৃষ্টি করে",negative
"মোবাইল ব্যবহার গাড়ি চালানোর সময় দুর্ঘটনার ঝুঁকি বাড়ায়",negative
"মোবাইল বিজ্ঞাপন এবং ফেক নিউজ দ্রুত ছড়িয়ে পড়ে",negative
"মোবাইলের কারণে সময়ের অপব্যবহার হয়",negative
"মোবাইলের কারণে মানুষের মস্তিষ্কের উপর বিরূপ প্রভাব পড়তে পারে",negative
"মোবাইলের অতিরিক্ত ব্যবহার সম্পর্কের মধ্যে ভুল বোঝাবুঝি তৈরি করে",negative
"মোবাইলের মাধ্যমে অনাকাঙ্ক্ষিত এবং ক্ষতিকর কনটেন্ট ছড়িয়ে পড়তে পারে",negative
"মোবাইলের কারণে মানসিক এবং আবেগীয় অস্থিতিশীলতা বাড়ে",negative
"মোবাইলের আসক্তি শারীরিক ব্যায়াম এবং আউটডোর কার্যক্রম কমিয়ে দেয়",negative
"মোবাইলের মাধ্যমে ব্যক্তিগত তথ্যের গোপনীয়তা লঙ্ঘিত হতে পারে",negative
"মোবাইল ডিভাইসের দাম বেশি হওয়ায় সবার জন্য সহজলভ্য নয়",negative
"মোবাইলের কারণে কর্মক্ষেত্রে মনোযোগহীনতা সৃষ্টি হতে পারে",negative
"মোবাইলের মাধ্যমে মানুষ সহজেই বাজে অভ্যাসে জড়িয়ে পড়ে",negative
"মোবাইলের বেশি ব্যবহার সমাজের মধ্যে দূরত্ব তৈরি করে",negative
"মোবাইলের কারণে সম্পর্কের মাঝে অতিরিক্ত নজরদারি বা সন্দেহ সৃষ্টি হতে পারে",negative
"মোবাইল গেমিং আসক্তি শিশুদের মেধার বিকাশে বাধা দেয়",negative
"মোবাইলের কারণে অস্থিরতা এবং দুশ্চিন্তা বাড়তে পারে",negative
"মোবাইলের মাধ্যমে বুলিং বা হুমকির মতো পরিস্থিতি তৈরি হতে পারে",negative
"মোবাইলের কারণে পারিবারিক সম্পর্ক নষ্ট হতে পারে",negative
"মোবাইল ডিভাইস হারিয়ে গেলে গুরুত্বপূর্ণ তথ্য হারানোর সম্ভাবনা থাকে",negative
"মোবাইলের মাধ্যমে শিক্ষার্থীরা পড়াশোনায় অনীহা প্রদর্শন করতে পারে",negative
"মোবাইলের কারণে শারীরিক এবং মানসিক ক্লান্তি বৃদ্ধি পায়",negative
"মোবাইল ব্যবহারে দীর্ঘ সময় বসে থাকা শরীরের জন্য ক্ষতিকর",negative
"মোবাইলের মাধ্যমে সামাজিক যোগাযোগ মাধ্যমের নেতিবাচক প্রভাব ছড়িয়ে পড়তে পারে",negative
"মোবাইলের কারণে অতিরিক্ত ব্যক্তিগত তথ্য শেয়ার করা ঝুঁকিপূর্ণ",negative
"মোবাইলের মাধ্যমে অনলাইন ডেটিংয়ে প্রতারণার শিকার হওয়ার সম্ভাবনা থাকে",negative
"মোবাইল ব্যবহার গাড়ি চালানোর সময় মনোযোগ হারানোর ঝুঁকি বাড়ায়",negative
"মোবাইলের মাধ্যমে অপরাধমূলক কার্যক্রম পরিচালিত হতে পারে",negative
"মোবাইলের অতিরিক্ত ব্যবহার শিশুদের শারীরিক স্বাস্থ্যে ক্ষতিকর প্রভাব ফেলে",negative
"মোবাইলের মাধ্যমে অনলাইন কন্টেন্টের প্রতি অতিরিক্ত আসক্তি ঘটে",negative
"মোবাইলের কারণে কাজের দক্ষতা হ্রাস পেতে পারে",negative
"মোবাইল ডিভাইসের কারণে শিশুরা সামাজিকভাবে বিচ্ছিন্ন হয়ে যেতে পারে",negative
"মোবাইলের কারণে সম্পর্কের মধ্যে দৃষ্টি আকর্ষণের সমস্যা তৈরি হয়",negative
"মোবাইল ব্যবহার আমাদের জীবনের অন্যান্য গুরুত্বপূর্ণ বিষয়ে ফোকাস কমিয়ে দেয়",negative
"মোবাইলের কারণে মানুষ সামাজিকভাবে নিঃসঙ্গ বোধ করতে পারে",negative
"বৃষ্টি প্রকৃতির সৌন্দর্য বৃদ্ধি করে",positive
"বৃষ্টির ফলে ফসল উৎপাদন বৃদ্ধি পায়",positive
"বৃষ্টির ফলে বায়ুতে ধূলিকণা কমে যায়",positive
"বৃষ্টির পানি ভূগর্ভস্থ পানির স্তর পূর্ণ করে",positive
"বৃষ্টির মাধ্যমে তাপমাত্রা শীতল হয়",positive
"বৃষ্টির দিনে চা বা কফি উপভোগ করা আনন্দদায়ক",positive
"বৃষ্টির পর প্রকৃতি আরও সবুজ ও সতেজ হয়ে ওঠে",positive
"বৃষ্টি আবহাওয়াকে শীতল ও সজীব করে তোলে",positive
"বৃষ্টির ফলে জলাশয়, নদী ও হ্রদে পানি বৃদ্ধি পায়",positive
"বৃষ্টি অনেক প্রাকৃতিক দুর্যোগ থেকে রক্ষা করে",positive
"বৃষ্টির পর পরিবেশে একটি সুন্দর মাটির গন্ধ তৈরি হয়",positive
"বৃষ্টির ফলে বনের গাছপালা সুস্থ ও সবল থাকে",positive
"বৃষ্টি পশুপাখির জীবনে প্রয়োজনীয়",positive
"বৃষ্টি জমির উর্বরতা বাড়ায়",positive
"বৃষ্টি জীববৈচিত্র্যের উন্নয়নে সাহায্য করে",positive
"বৃষ্টি বায়ুদূষণ কমাতে সাহায্য করে",positive
"বৃষ্টির ফলে বনাঞ্চল শীতল থাকে এবং আগুন লাগার ঝুঁকি কমে",positive
"বৃষ্টির কারণে শহরের রাস্তায় তাপমাত্রা কমে যায়",positive
"বৃষ্টির ফলে কৃষি খাতে পানির সংকট কমে",positive
"বৃষ্টি মাটি ঠান্ডা রাখতে সাহায্য করে",positive
"বৃষ্টির কারণে ফুলের গন্ধ আরও বেশি তীব্র হয়",positive
"বৃষ্টি ফসলের জন্য প্রাকৃতিক সেচের উৎস",positive
"বৃষ্টি আবহাওয়াকে সজীব ও প্রাণবন্ত করে তোলে",positive
"বৃষ্টির ফলে জীবাণু ধ্বংস হয়",positive
"বৃষ্টির ছন্দময় শব্দ মানসিক প্রশান্তি দেয়",positive
"বৃষ্টি জলবায়ুর ভারসাম্য রক্ষা করে",positive
"বৃষ্টির ফলে নদী এবং জলাশয় পরিষ্কার হয়",positive
"বৃষ্টির দিনে বই পড়া বা গান শোনা মনোমুগ্ধকর",positive
"বৃষ্টি পাখিদের জন্য পানির উৎস",positive
"বৃষ্টি পরিবেশকে দূষণমুক্ত করে",positive
"বৃষ্টি আমাদের স্মৃতিময় সময়গুলোর কথা মনে করিয়ে দেয়",positive
"বৃষ্টির ফলে ফল ও সবজি সতেজ হয়",positive
"বৃষ্টি গাছপালার বৃদ্ধিতে সহায়ক",positive
"বৃষ্টির কারণে মানুষের মন ভালো থাকে",positive
"বৃষ্টির ফলে গরম আবহাওয়ায় স্বস্তি আসে",positive
"বৃষ্টির ফলে হ্রদ ও নদী পুণরুজ্জীবিত হয়",positive
"বৃষ্টির পরে রংধনু দেখা যায়, যা প্রকৃতিকে রঙিন করে",positive
"বৃষ্টির দিনে প্রকৃতির মাঝে হাঁটা আরামদায়ক",positive
"বৃষ্টি আমাদের শান্তির বার্তা দেয়",positive
"বৃষ্টির পর ঝকঝকে আকাশ দেখতে মন ভালো করে",positive
"বৃষ্টির ফলে মরুভূমি অঞ্চলে প্রাণের সঞ্চার ঘটে",positive
"বৃষ্টির ফলে নতুন চারাগাছ বেড়ে ওঠে",positive
"বৃষ্টি পরিবেশের আর্দ্রতা ধরে রাখে",positive
"বৃষ্টি প্রাকৃতিক জলের চক্রকে বজায় রাখে",positive
"বৃষ্টির ফলে ফসলের ফলন ভালো হয়",positive
"বৃষ্টি স্থলজ প্রাণীদের জন্য পানির উৎস সরবরাহ করে",positive
"বৃষ্টি আমাদের প্রকৃতির সৌন্দর্য উপভোগ করার সুযোগ দেয়",positive
"বৃষ্টির ফলে বিভিন্ন প্রাণী জল পান করতে পারে",positive
"বৃষ্টি প্রকৃতির ওপর প্রাকৃতিক ফিল্টারের কাজ করে",positive
"বৃষ্টির কারণে মন সজীব ও সতেজ হয়",positive
"অতিরিক্ত বৃষ্টি বন্যার কারণ হতে পারে",negative
"বৃষ্টির কারণে রাস্তায় কাদা জমে যানজট সৃষ্টি হয়",negative
"দীর্ঘ সময় বৃষ্টির কারণে কৃষি জমিতে ক্ষতি হয়",negative
"বৃষ্টির কারণে স্থানে স্থানে পানি জমে যায়",negative
"বৃষ্টির ফলে খোলা জায়গায় কাজ করা কঠিন হয়",negative
"বৃষ্টির কারণে বিদ্যুৎ চলে যায় এবং নানান অসুবিধা সৃষ্টি হয়",negative
"বৃষ্টির সময় বাইরে বের হতে না পারার কারণে কাজের ক্ষতি হয়",negative
"বৃষ্টির কারণে রাস্তা পিচ্ছিল হয়ে দুর্ঘটনার ঝুঁকি বাড়ে",negative
"অতিরিক্ত বৃষ্টির কারণে মাটির ক্ষয় হতে পারে",negative
"বৃষ্টির সময় জলাবদ্ধতা হয়, যা দুর্গন্ধ সৃষ্টি করে",negative
"বৃষ্টির কারণে খেলাধুলা বা আউটডোর কার্যক্রম বন্ধ হয়ে যায়",negative
"বৃষ্টির কারণে ফসল নষ্ট হয়ে কৃষকদের ক্ষতি হয়",negative
"বৃষ্টির পানি ঘরের ছাদ বা জানালা দিয়ে লিক করে",negative
"বৃষ্টির কারণে বাইরে কাপড় শুকানো যায় না",negative
"বৃষ্টির ফলে স্যাঁতস্যাঁতে আবহাওয়া তৈরি হয়",negative
"বৃষ্টির কারণে সড়ক পরিবহন ব্যবস্থা বিঘ্নিত হয়",negative
"দীর্ঘ সময় বৃষ্টি মানুষের মনকে বিষণ্ণ করে তোলে",negative
"বৃষ্টির কারণে নির্মাণকাজ থেমে যায়",negative
"বৃষ্টির ফলে খোলা বাজারের ব্যবসা ক্ষতিগ্রস্ত হয়",negative
"বৃষ্টির কারণে দীর্ঘ যাত্রা বিলম্বিত হয়",negative
"বৃষ্টির পানি নদীতে প্রবাহিত হয়ে মাটির উপরের স্তর ক্ষয় করে",negative
"বৃষ্টির পরে মশা এবং অন্যান্য পোকামাকড় বৃদ্ধি পায়",negative
"বৃষ্টির ফলে ফসলের মাঠে জমে থাকা পানি ফসল নষ্ট করে",negative
"অতিরিক্ত বৃষ্টির কারণে পাহাড় ধস হতে পারে",negative
"বৃষ্টির কারণে অনেক সময় বাঁধ ভেঙে যায়",negative
"বৃষ্টির কারণে মোবাইল ও ইন্টারনেট পরিষেবা ব্যাহত হয়",negative
"বৃষ্টির ফলে ঘরের বাইরে বিভিন্ন কাজ আটকে যায়",negative
"বৃষ্টির কারণে ঘরবাড়ির ভেতর আর্দ্রতা বাড়ে",negative
"বৃষ্টির ফলে গাড়ির চাকা কাদায় আটকে যায়",negative
"বৃষ্টির পানি দূষিত হয়ে বিভিন্ন রোগ ছড়াতে পারে",negative
"বৃষ্টির কারণে আকাশে কালো মেঘের কারণে অন্ধকার দেখা যায়",negative
"বৃষ্টির ফলে অনেক স্থানে পানি নিষ্কাশন সমস্যা হয়",negative
"বৃষ্টির কারণে বিদ্যুৎ সংযোগ বিচ্ছিন্ন হয়ে যায়",negative
"বৃষ্টির ফলে মোবাইল ফোনের সিগন্যাল দুর্বল হয়ে যায়",negative
"বৃষ্টির কারণে জলাবদ্ধ এলাকায় হাঁটা কষ্টকর হয়ে যায়",negative
"বৃষ্টির পর রাস্তার উপর জলাবদ্ধতা দীর্ঘস্থায়ী হতে পারে",negative
"অতিরিক্ত বৃষ্টি পরিবহন ব্যবস্থার ওপর চাপ সৃষ্টি করে",negative
"বৃষ্টির সময় কৃষি জমিতে দীর্ঘস্থায়ী পানি জমা হতে পারে",negative
"বৃষ্টির কারণে শহর এলাকায় ড্রেনেজ সিস্টেম ব্লক হতে পারে",negative
"বৃষ্টির কারণে রাস্তার নিচে থাকা পাইপ ক্ষতিগ্রস্ত হয়",negative
"বৃষ্টির কারণে মাঠে খেলাধুলা করা ঝুঁকিপূর্ণ হয়ে যায়",negative
"বৃষ্টির কারণে পর্বতের ঢালে ধ্বংসাত্মক স্রোত সৃষ্টি হতে পারে",negative
"বৃষ্টির সময় বিদ্যুতের তার ছিঁড়ে পড়ে যেতে পারে",negative
"বৃষ্টির কারণে বায়ুতে আর্দ্রতা বেশি থাকায় অস্বস্তি হয়",negative
"বৃষ্টির ফলে অনেক সময় বাড়ির ছাদে পানি জমে",negative
"বৃষ্টির কারণে ইলেকট্রনিক ডিভাইস ক্ষতিগ্রস্ত হতে পারে",negative
"বৃষ্টির ফলে বিভিন্ন উৎসবে মানুষের উপভোগ ব্যাহত হয়",negative
"বৃষ্টির সময় পর্যটন ব্যবসা ক্ষতিগ্রস্ত হতে পারে",negative
"বৃষ্টির কারণে বাড়তি কাপড় বা জিনিসপত্র ভিজে যায়",negative
"বৃষ্টির ফলে শহরের জলাবদ্ধতা এবং নালা উপচে পড়ার ঘটনা ঘটে",negative
"শীতকালে তাপমাত্রা কম থাকায় স্বস্তিদায়ক আবহাওয়া উপভোগ করা যায়",positive
"শীতকালে বিভিন্ন সুস্বাদু খাবার এবং পানীয় উপভোগ করা যায়",positive
"শীতকালে সকালে কুয়াশার মধ্যে প্রকৃতি সুন্দর দেখায়",positive
"শীতকালে ফ্যাশনের জন্য আলাদা ধরনের পোশাক পরা যায়",positive
"শীতকালে কম ঘাম হয়, যা আরামদায়ক",positive
"শীতকালে হালকা সূর্যের আলো গায়ে মাখতে ভালো লাগে",positive
"শীতকালে ঘরের ভেতর গরম কাপড়ে মোড়া আরামদায়ক অনুভূতি দেয়",positive
"শীতকালে গরম কফি বা চা পান করা আনন্দদায়ক",positive
"শীতকালে ত্বক কম তৈলাক্ত হয়",positive
"শীতকাল শারীরিক কাজের জন্য বেশি উপযোগী, কারণ শরীর কম ক্লান্ত হয়",positive
"শীতকালে ফুলের বাগানগুলো রঙিন ও মনোমুগ্ধকর হয়",positive
"শীতকালে দীর্ঘ সময় ধরে কাজ করা সহজ হয়, কারণ ঘাম হয় না",positive
"শীতকালে খেজুরের রস থেকে গুড় তৈরি হয়",positive
"শীতকাল নতুন সবজি ও ফলের মৌসুম",positive
"শীতকালে ঘরের বাইরে পিকনিক এবং বারবিকিউ আয়োজন করা যায়",positive
"শীতকালে রাতের আকাশের তারাগুলো বেশি স্পষ্ট দেখা যায়",positive
"শীতকালে ঘনিষ্ঠ সম্পর্কের মধ্যে উষ্ণতা ও স্নেহ বাড়ে",positive
"শীতকালে ভ্রমণের জন্য আদর্শ সময়, কারণ আবহাওয়া আরামদায়ক",positive
"শীতকালে ঘন কুয়াশা শহরের দৃশ্যকে রহস্যময় করে তোলে",positive
"শীতকালে বিছানার চাদর বা কম্বলের নিচে ঢুকে থাকা বেশ আরামদায়ক",positive
"শীতকালে রান্নার সময় গরম তাপ সহ্য করা সহজ হয়",positive
"শীতকালে হাঁটাহাঁটি বা দৌড়ানোর জন্য পরিবেশ স্বস্তিদায়ক",positive
"শীতকালে ঘুমের জন্য আদর্শ সময়, কারণ ঠান্ডা আবহাওয়া ঘুম বাড়ায়",positive
"শীতকালে শীতাতপ নিয়ন্ত্রিত ব্যবস্থা ব্যবহার করতে হয় না, যা খরচ কমায়",positive
"শীতকালে সবজির বাজার সস্তা ও প্রচুর পরিমাণে থাকে",positive
"শীতকালে ব্যাকটেরিয়া এবং ভাইরাসের সংক্রমণ কম হয়",positive
"শীতকালে কাজের জায়গায় পরিবেশ ঠান্ডা ও আরামদায়ক থাকে",positive
"শীতকালে ঠান্ডা খাবার খাওয়ার চাইতে গরম খাবার খাওয়ার মজাটা বেশি",positive
"শীতকালে ঘরের মধ্যে পরিবারের সবাই একত্রে সময় কাটানো সহজ হয়",positive
"শীতকালে হিমেল হাওয়া মনকে সতেজ করে",positive
"শীতকালে সূর্যাস্ত এবং সূর্যোদয় দেখতে বেশ সুন্দর",positive
"শীতকালে সকালের নরম কুয়াশা পথচারীদের জন্য বিশেষ এক অনুভূতি দেয়",positive
"শীতকালে ঠান্ডা আবহাওয়ায় আলস্য এবং শীতল অনুভূতি উপভোগ করা যায়",positive
"শীতকাল মানসিক ও শারীরিক বিশ্রামের উপযুক্ত সময়",positive
"শীতকালে শাক-সবজি বেশি পাওয়া যায় এবং সেগুলোর পুষ্টিগুণ বেশি",positive
"শীতকালে তাপমাত্রার কারণে খাবার সংরক্ষণ করা সহজ",positive
"শীতকালে মিষ্টির দোকানগুলোতে বিভিন্ন ধরনের পিঠা পাওয়া যায়",positive
"শীতকালে উষ্ণ জামা কাপড় পরা যায় যা আরামদায়ক",positive
"শীতকালে শীতল বাতাস গায়ে লাগলে প্রাণবন্ত অনুভব হয়",positive
"শীতকালে আগুন পোহানো বা ক্যাম্পফায়ার করা বেশ আনন্দের",positive
"শীতকালে খেলাধুলার সময় কম ঘাম হওয়ায় ক্লান্তি কম হয়",positive
"শীতকালে শরীরের মেটাবলিজম বাড়ে, ফলে শরীরের শক্তি উৎপাদন বৃদ্ধি পায়",positive
"শীতকালে ঠান্ডা আবহাওয়া শরীরের পক্ষে সহনীয়",positive
"শীতকালে বাইরে হাইকিং, স্কেটিং বা স্কিইং এর মত শীতকালীন খেলাধুলা উপভোগ করা যায়",positive
"শীতকালে শারীরিক পরিশ্রমের কাজ করা সহজ হয়",positive
"শীতকালে ফুলের বাগান থেকে বিশেষ ফুল ফুটে",positive
"শীতকালে সবজি ও ফলমূলের স্বাদ তাজা থাকে",positive
"শীতকালে শরীরের অভ্যন্তরীণ তাপমাত্রা স্বাভাবিক থাকে",positive
"শীতকাল প্রকৃতির একান্ত সময়ে শীতলতার অনুভূতি দেয়",positive
"শীতকালে পরিবারের সঙ্গে ঘরোয়া পরিবেশে গরম খাবার উপভোগ করার মজাই আলাদা",positive
"শীতকালে ঠান্ডাজনিত অসুস্থতা যেমন সর্দি, কাশি, ফ্লু বেশি হয়",negative
"শীতকালে ত্বক শুষ্ক ও ফাটা শুরু করে",negative
"শীতকালে রাতে তাপমাত্রা অত্যন্ত কমে গিয়ে অস্বস্তি সৃষ্টি করে",negative
"শীতকালে অনেক মানুষ হাইপোথার্মিয়া এবং ফ্রস্টবাইটের ঝুঁকিতে থাকে",negative
"শীতকালে খোলা জায়গায় কাজ করা কষ্টকর হয়",negative
"শীতকালে রাস্তায় কুয়াশার কারণে দুর্ঘটনার ঝুঁকি বাড়ে",negative
"শীতকালে আলসেমি এবং মনমরা ভাব বৃদ্ধি পায়",negative
"শীতকালে বিদ্যুৎহীন বা দরিদ্র এলাকায় ঠান্ডায় ভোগান্তি হয়",negative
"শীতকালে বেশি জামাকাপড় পরতে হয়, যা অনেক সময় অস্বস্তি সৃষ্টি করে",negative
"শীতকালে ঘুম থেকে উঠতে কষ্ট হয়",negative
"শীতকালে গরম পানির অভাবে গোসল করা কঠিন হয়",negative
"শীতকালে হাঁটাচলা বা ভ্রমণ কষ্টকর হয়ে পড়ে",negative
"শীতকালে বাইরে বেশি সময় থাকা ঝুঁকিপূর্ণ হতে পারে",negative
"শীতকালে দিনের আলো কম পাওয়া যায়, ফলে কাজের সময় কমে যায়",negative
"শীতকালে কাপড় শুকানো কষ্টকর হয়",negative
"শীতকালে মাঠে খেলাধুলা বা অন্যান্য আউটডোর কার্যক্রম কঠিন হয়ে যায়",negative
"শীতকালে গাড়ির ব্যাটারি দ্রুত ক্ষয় হতে পারে",negative
"শীতকালে রাস্তার বরফ বা কুয়াশা গাড়ি চলাচলের জন্য বিপজ্জনক হয়",negative
"শীতকালে শারীরিক কার্যক্রম কমে যায়, ফলে ওজন বাড়তে পারে",negative
"শীতকালে হাঁটাচলা এবং ব্যায়াম করতে অনীহা দেখা দেয়",negative
"শীতকালে অনেক সময় পানির পাইপ জমে যায়",negative
"শীতকালে শুষ্ক বাতাস শ্বাসতন্ত্রের সমস্যা সৃষ্টি করতে পারে",negative
"শীতকালে ঠান্ডার কারণে রোগ প্রতিরোধ ক্ষমতা দুর্বল হয়ে যায়",negative
"শীতকালে চামড়ার পোশাক বা গরম কাপড় ব্যবহারের জন্য অতিরিক্ত খরচ হয়",negative
"শীতকালে ঘরের ভেতর বেশি সময় কাটাতে হয়, ফলে গৃহবন্দী অনুভূতি হয়",negative
"শীতকালে ভোরের কুয়াশা রাস্তায় চলাচল করতে সমস্যা তৈরি করে",negative
"শীতকালে বিভিন্ন এলাকার রাস্তা ও যোগাযোগ ব্যবস্থা বন্ধ হয়ে যেতে পারে",negative
"শীতকালে ঠান্ডার কারণে হাত-পা জমে যায়",negative
"শীতকালে বয়স্ক ও শিশুরা ঠান্ডাজনিত অসুস্থতায় ভোগে",negative
"শীতকালে অনেক সময় জরুরি সেবা বিঘ্নিত হয়",negative
"শীতকালে পোশাক ধোয়া এবং শুকানো সময়সাপেক্ষ",negative
"শীতকালে অনেক উদ্ভিদ এবং ফসলের বৃদ্ধি থেমে যায়",negative
"শীতকালে ঘরের গরম রাখার জন্য অতিরিক্ত খরচ করতে হয়",negative
"শীতকালে কুয়াশা ও ঠান্ডায় গাড়ি চালানো বিপজ্জনক",negative
"শীতকালে মানুষকে বেশি ব্যস্ততা ও কাজের চাপ সামলাতে হয়",negative
"শীতকালে দিনের দৈর্ঘ্য কমে যাওয়ায় সময় কম থাকে",negative
"শীতকালে সাইকেল বা বাইক চালানো ঝুঁকিপূর্ণ হয়ে পড়ে",negative
"শীতকালে বিদ্যুতের চাহিদা বৃদ্ধি পায়",negative
"শীতকালে অনেক মানুষের মানসিক অবসাদ বৃদ্ধি পায়",negative
"শীতকালে পরিবহন খাতে দুর্যোগ সৃষ্টি হতে পারে",negative
"শীতকালে হাড়ের সমস্যা বৃদ্ধি পায়, বিশেষ করে বৃদ্ধদের মধ্যে",negative
"শীতকালে সূর্যালোকের অভাবে ভিটামিন ডি-এর ঘাটতি হয়",negative
"শীতকালে বাইরে বেশি সময় কাটানো স্বাস্থ্যঝুঁকি বাড়ায়",negative
"শীতকালে অনেক সময় প্রাণিকুল অভাবে ভোগে",negative
"শীতকালে খোলা স্থানে ঘুমানো কঠিন হয়ে পড়ে",negative
"শীতকালে অনেক গাছপালা শুকিয়ে যায়",negative
"শীতকালে পাহাড়ি এলাকায় তুষারপাত বিপদজনক হতে পারে",negative
"শীতকালে কর্মব্যস্ততায় তাড়াহুড়া বেশি হয়",negative
"শীতকালে অনেক সময় রাস্তায় বরফ জমে গিয়ে চলাচল ব্যাহত হয়",negative
"শীতকালে অত্যধিক ঠান্ডায় কাজের গতি কমে যায়",negative
"গ্রীষ্মকালে সূর্যের আলোর পরিমাণ বেশি থাকে, যা ভিটামিন ডি-এর উত্স",positive
"গ্রীষ্মে দিন দীর্ঘ হয়, ফলে কাজ করার সময় বেশি পাওয়া যায়",positive
"গ্রীষ্মকাল ফলের মৌসুম, বিশেষ করে আম, কাঁঠাল, তরমুজ পাওয়া যায়",positive
"গ্রীষ্মকালে ভ্রমণের জন্য আবহাওয়া উপযোগী হয়",positive
"গ্রীষ্মে সাঁতার কাটা, সৈকতে যাওয়া এবং আউটডোর খেলাধুলা উপভোগ করা যায়",positive
"গ্রীষ্মে বাতাস শুষ্ক থাকে, ফলে কাপড় দ্রুত শুকায়",positive
"গ্রীষ্মকালে ছুটি উপভোগ করা যায়, যেমন স্কুলের গ্রীষ্মকালীন ছুটি",positive
"গ্রীষ্মে উষ্ণ আবহাওয়ায় হালকা পোশাক পরার সুযোগ থাকে",positive
"গ্রীষ্মকালে বর্ষার জন্য প্রস্তুতি নেওয়া সহজ হয়",positive
"গ্রীষ্মকালে গাছপালা দ্রুত বৃদ্ধি পায়",positive
"গ্রীষ্মে বাইরে বাগান করা সহজ হয়",positive
"গ্রীষ্মকালে খোলা জায়গায় পিকনিক এবং ক্যাম্পিং করতে সুবিধা হয়",positive
"গ্রীষ্মকালে শরীর ঘামার কারণে শরীর থেকে দূষিত পদার্থ বের হয়ে যায়",positive
"গ্রীষ্মকালে সকালের নরম রোদ বেশ আরামদায়ক",positive
"গ্রীষ্মকাল বীজ বপন ও কৃষিকাজের উপযুক্ত সময়",positive
"গ্রীষ্মকালে বিদ্যুতের চাহিদা বাড়লেও সৌরশক্তি উৎপাদনের সুযোগ বেশি থাকে",positive
"গ্রীষ্মকালে শীতল পানীয় এবং আইসক্রিম খাওয়ার মজাই আলাদা",positive
"গ্রীষ্মকালে উৎসব ও মেলা বেশি আয়োজন করা হয়",positive
"গ্রীষ্মকালে রোদে হাঁটা হাড়ের জন্য উপকারী",positive
"গ্রীষ্মে নদীতে বা সমুদ্রে গোসল করা বেশ আরামদায়ক",positive
"গ্রীষ্মকালে সবুজ প্রকৃতি উপভোগ করা যায়",positive
"গ্রীষ্মকালে শীতল পানির ঝর্ণায় গোসল করে প্রশান্তি পাওয়া যায়",positive
"গ্রীষ্মে বাতাস তুলনামূলক হালকা ও শুষ্ক থাকে",positive
"গ্রীষ্মকালে গাছের ছায়ায় বসে আরামদায়ক সময় কাটানো যায়",positive
"গ্রীষ্মকাল অনেক প্রাণীর প্রজননের উপযুক্ত সময়",positive
"গ্রীষ্মকালে বিভিন্ন ধরনের বাহারি ফুল ফুটে",positive
"গ্রীষ্মকালে বিভিন্ন মৌসুমী খেলাধুলা উপভোগ করা যায়",positive
"গ্রীষ্মে সূর্যালোকে দীর্ঘ সময় থাকার ফলে মেজাজ ভালো থাকে",positive
"গ্রীষ্মকালে বিভিন্ন আউটডোর ইভেন্ট আয়োজন করা হয়",positive
"গ্রীষ্মকালে রোদে কাজ করার সময় এনার্জি বেশি পাওয়া যায়",positive
"গ্রীষ্মে গাছের পাতা ঝরা বন্ধ থাকে এবং সবুজ শ্যামল পরিবেশ তৈরি হয়",positive
"গ্রীষ্মকালে নদী ও জলাশয়ের পানি কমে, ফলে কাজ করা সহজ হয়",positive
"গ্রীষ্মকালে শরীরের রক্ত সঞ্চালন বৃদ্ধি পায়",positive
"গ্রীষ্মকালে সূর্যের আলোতে জীবাণু ধ্বংস হয়",positive
"গ্রীষ্মকালে পর্যটন খাত সক্রিয় থাকে এবং ভ্রমণের সুযোগ বেশি থাকে",positive
"গ্রীষ্মে বাইরের খেলার জন্য উপযুক্ত আবহাওয়া থাকে",positive
"গ্রীষ্মকাল ফসল তোলার উপযুক্ত সময়",positive
"গ্রীষ্মকালে দীর্ঘদিন সূর্যের আলো থাকার ফলে বৈদ্যুতিক খরচ কমে",positive
"গ্রীষ্মে প্রাকৃতিক দৃশ্য ও পরিবেশ আরও সুন্দর দেখায়",positive
"গ্রীষ্মকালে পাহাড় ও সমুদ্রের ভ্রমণ উপভোগ করা যায়",positive
"গ্রীষ্মকাল নানা ধরনের শাকসবজি ও ফলমূলের জন্য পরিচিত",positive
"গ্রীষ্মকালে তাপমাত্রা বাড়লেও উপযুক্ত ব্যবস্থা নিলে আরাম পাওয়া যায়",positive
